EVENT_AGE,Frequency,APPROX_EVENT_DAY,Frequency,CDA_ID_SALATTU,Frequency,DOC_GROUP_SALATTU,Frequency,DOC_TYPE_CODE,Frequency,DOC_VERSION,Frequency,TYPE_1_AMOUNT,Frequency,TYPE_1_SIZE,Frequency,TYPE_2_AMOUNT,Frequency,TYPE_2_SIZE_UNIT,Frequency,TYPE_3_TIME,Frequency,TYPE_3_UNIT,Frequency,ATC_CODE,Frequency,PREPARATION_TYPE_CODE,Frequency,PRODUCT_CODE,Frequency,RESEPTISTATUS,Frequency,LAAKEMUOTOKOODI,Frequency,DRUG_NAME_C,Frequency,DOSE_QUANTITY_TEXT,Frequency,RENEWAL_BAN,Frequency,MED_EXCHANGE_BAN,Frequency,DOSE_DISTRIBUTION,Frequency,ORGANIZATION_OID_SALATTU,Frequency,ERIKOISALA_CODE,Frequency
,,2017-11-27,147,,,,,,,,,,,,,,,,,,,,,,,,,067587,158,,,,,VENLAFAKSIINI,145,,,,,,,,,5F2CFD311D16C58C7619A85DD3FB3497,132,,
,,2022-05-24,147,,,,,,,,,,,,,,,,,,,,,,,,,67579,157,,,,,LOCOID CRELO,144,,,,,,,,,013B419871A365CBEDC2FB19CE8CF87D,132,,
,,2022-05-17,147,,,,,,,,,,,,,,,,,,,,,,,,,048181,157,,,,,TEMGESIC,143,,,,,,,,,30A6533D5262704249F5B7506BB277A0,131,,
,,2018-12-05,147,,,,,,,,,,,,,,,,,,,,,,,,,176263,157,,,,,PIVMESILLINAAMI,142,,,,,,,,,1657773E3A16759E009F1A6D967BC3B7,131,,
,,2019-03-12,147,,,,,,,,,,,,,,,,,,,,,,,,,586545,157,,,,,ASA-RATIOPHARM,141,,,,,,,,,6BEBE633F64BD29B623109ABC5BA9CB4,131,,
,,2020-11-25,147,,,,,,,,,,,,,,,,,,,,,,,,,508886,157,,,,,HIPEKSAL,141,,,,,,,,,43ED6BB2FD721485592705AB30073E76,131,,
,,2019-09-23,147,,,,,,,,,,,,,,,,,,,,,,,,,459404,156,,,,,BACTROBAN NASAL,140,,,,,,,,,CDF625B1BA7A1E8B3CC7F59F87EB1BFF,131,,
,,2019-09-21,147,,,,,,,,,,,,,,,,,,,,,,,,,5436,156,,,,,AKYNZEO,140,,,,,,,,,6BBB1F9C0A78B23B1AB0D763032EEE9E,131,,
,,2019-09-27,147,,,,,,,,,,,,,,,,,,,,,,,,,93021,156,,,,,LETROZOL RATIOPHARM,140,,,,,,,,,67965478E58068E73BFE9CC17EFC93D4,130,,
,,2017-01-15,147,,,,,,,,,,,,,,,,,,,,,,,,,462283,156,,,,,DUCRESSA,139,,,,,,,,,78D45220A6E81671A01EA0DED6A87FF8,130,,
,,2023-02-24,147,,,,,,,,,,,,,,,,,,,,,,,,,096716,156,,,,,NIZORAL,138,,,,,,,,,5811E907FC51E3D7B4F772025234E564,129,,
,,2019-10-26,147,,,,,,,,,,,,,,,,,,,,,,,,,370079,155,,,,,GESTINYL,138,,,,,,,,,FC864EDEFBAFBA0EC8993D4AF03B93A7,129,,
,,2018-11-29,147,,,,,,,,,,,,,,,,,,,,,,,,,190322,155,,,,,PHYSIOTENS,137,,,,,,,,,5F491AB36842275ED7ACD50479A15418,129,,
,,2023-02-27,147,,,,,,,,,,,,,,,,,,,,,,,,,574831,155,,,,,MINISUN,137,,,,,,,,,789D33CB54EAA30E140EF5A6E442ABA0,129,,
,,2018-11-13,147,,,,,,,,,,,,,,,,,,,,,,,,,519994,154,,,,,DIKLOFENAAKKI,137,,,,,,,,,2B51FDC84C758064850E8AEC06BD47D6,128,,
,,2018-11-19,147,,,,,,,,,,,,,,,,,,,,,,,,,165824,154,,,,,ARIPIPRAZOL KRKA,136,,,,,,,,,D94CEC2CF2FAF6B956CB9A3101E786B2,128,,
,,2018-11-17,147,,,,,,,,,,,,,,,,,,,,,,,,,478719,153,,,,,CANDESARTAN/HYDROCHLOROTHIAZIDE ORION,136,,,,,,,,,71D9CDB8055AAD61293EBF26BA4F10ED,128,,
,,2017-01-06,147,,,,,,,,,,,,,,,,,,,,,,,,,582717,153,,,,,TRAMADOL/PARACETAMOL KRKA,136,,,,,,,,,5C08DF6E3CBCB70745D1C1F0D5B8E4DC,127,,
,,2023-05-11,147,,,,,,,,,,,,,,,,,,,,,,,,,429027,153,,,,,SERENASE,136,,,,,,,,,A3330BAEDBF00BF436721B294B13E9F4,127,,
,,2023-05-27,147,,,,,,,,,,,,,,,,,,,,,,,,,510642,153,,,,,TOPIMAX,136,,,,,,,,,0F29901ACB3E3D58E7A7AE85B1F432DE,127,,
,,2020-09-13,147,,,,,,,,,,,,,,,,,,,,,,,,,443135,153,,,,,QLAIRA,135,,,,,,,,,E0495F4AFAEB3776195CDD579555CC4F,127,,
,,2020-10-12,147,,,,,,,,,,,,,,,,,,,,,,,,,166377,153,,,,,SILDENAFIILI,135,,,,,,,,,8259737B727943C443EE3B98E52D4651,127,,
,,2020-09-22,147,,,,,,,,,,,,,,,,,,,,,,,,,117341,152,,,,,EVOREL CONTI,135,,,,,,,,,30EC43B5A8E2F7543E75202961CCECDE,126,,
,,2017-09-29,147,,,,,,,,,,,,,,,,,,,,,,,,,067579,152,,,,,CERADERM,134,,,,,,,,,CB64E26C6C20A450898543509193C70B,126,,
,,2016-05-20,147,,,,,,,,,,,,,,,,,,,,,,,,,073048,151,,,,,ENALAPRIL-RATIOPHARM,134,,,,,,,,,C16721417505FA6BC06FEE17DA5AF116,126,,
,,2020-01-22,147,,,,,,,,,,,,,,,,,,,,,,,,,1115,151,,,,,SKINOREN,134,,,,,,,,,BB3E2253210CF1E28903C3996A545E1D,126,,
,,2018-05-26,147,,,,,,,,,,,,,,,,,,,,,,,,,037669,151,,,,,HYPROSAN,134,,,,,,,,,0E69821AC97413340647342C38C269C6,126,,
,,2022-10-16,146,,,,,,,,,,,,,,,,,,,,,,,,,444844,151,,,,,CALCICHEW APPELSIINI,134,,,,,,,,,DA509C6BE20EA528DB95655800984888,126,,
,,2019-04-22,146,,,,,,,,,,,,,,,,,,,,,,,,,054829,151,,,,,MELATONIINI 3 MG,133,,,,,,,,,BA05AB3011043DA77ACF72E5A2EA9138,125,,
,,2022-09-22,146,,,,,,,,,,,,,,,,,,,,,,,,,148251,151,,,,,SILDENAFIL RATIOPHARM,132,,,,,,,,,44E7C050B87444DA22524DF467535EBF,125,,
,,2022-06-08,146,,,,,,,,,,,,,,,,,,,,,,,,,490276,150,,,,,ADALAT OROS,132,,,,,,,,,F57102EF8B4C6604B9DFFC9FBF94DBB2,124,,
,,2018-04-20,146,,,,,,,,,,,,,,,,,,,,,,,,,075524,150,,,,,VALSARTAN ACTAVIS,132,,,,,,,,,402740B955956ACAD4665E0E453ABDEA,123,,
,,2019-11-05,146,,,,,,,,,,,,,,,,,,,,,,,,,498529,150,,,,,ESSEX,132,,,,,,,,,628578AC7CF615D88EF78FCE9FD93B4A,123,,
,,2017-12-01,146,,,,,,,,,,,,,,,,,,,,,,,,,445888,150,,,,,COZAAR COMP FORTE,131,,,,,,,,,F051EC05AB0AFE3A12D3809C42491D3B,123,,
,,2017-12-06,146,,,,,,,,,,,,,,,,,,,,,,,,,8050,150,,,,,REVITELLE,131,,,,,,,,,D2D805FCC37AA130CC7C61E35EDE4090,123,,
,,2019-11-25,146,,,,,,,,,,,,,,,,,,,,,,,,,175356,150,,,,,EMCONCOR COMP,131,,,,,,,,,C07FDC252A19DDA8F80F6CD1D3763139,123,,
,,2021-06-02,146,,,,,,,,,,,,,,,,,,,,,,,,,478818,149,,,,,MEDIPAM,131,,,,,,,,,920F7DEDE5D7BFFAB731E41FBC5B9736,123,,
,,2021-01-22,146,,,,,,,,,,,,,,,,,,,,,,,,,124743,149,,,,,ATORVASTATIN RATIOPHARM,131,,,,,,,,,83AF6FD49476D7B6A3D53317B382BC89,122,,
,,2023-10-08,146,,,,,,,,,,,,,,,,,,,,,,,,,545467,149,,,,,AZITHROMYCIN RATIOPHARM,131,,,,,,,,,39D5552E0036EA7747C844805B337751,122,,
,,2023-10-15,146,,,,,,,,,,,,,,,,,,,,,,,,,53563,148,,,,,ARAVA,131,,,,,,,,,8D246AEB7DDB60E389FA9352C9250888,122,,
,,2022-12-07,146,,,,,,,,,,,,,,,,,,,,,,,,,008050,148,,,,,NYSTATIN ORIFARM,130,,,,,,,,,BA1EB3828BB571BB572E4CBA3220D526,122,,
,,2022-12-26,146,,,,,,,,,,,,,,,,,,,,,,,,,93284,148,,,,,ENALAPRIL COMP ORION,129,,,,,,,,,5D51FC846472A971439423A0B45E638F,121,,
,,2020-02-13,146,,,,,,,,,,,,,,,,,,,,,,,,,025856,148,,,,,SETIRITSIINI,129,,,,,,,,,2381F81892C7FE7FCFB05C38F1D572BB,121,,
,,2021-10-19,146,,,,,,,,,,,,,,,,,,,,,,,,,484953,148,,,,,LUMIGAN,129,,,,,,,,,97B486552A665BCFA2DB9673C554FF3F,120,,
,,2021-09-11,146,,,,,,,,,,,,,,,,,,,,,,,,,109586,147,,,,,VERPAMIL,128,,,,,,,,,D968A16366F3AD4BB7F308B1226F5C38,120,,
,,2017-02-18,146,,,,,,,,,,,,,,,,,,,,,,,,,374231,147,,,,,ZECLAR OD,128,,,,,,,,,2D0FB93C61BBC151E2CD6E1492CBA5FB,120,,
,,2018-09-27,146,,,,,,,,,,,,,,,,,,,,,,,,,195446,147,,,,,SUMATRIPTAN TEVA,128,,,,,,,,,A57D95ED7617A0DC89210507E574718F,120,,
,,2017-05-09,146,,,,,,,,,,,,,,,,,,,,,,,,,575621,147,,,,,XALCOM,127,,,,,,,,,82C2A627B96E4DA0E2BA7615157D8DA9,120,,
,,2019-05-13,146,,,,,,,,,,,,,,,,,,,,,,,,,085860,147,,,,,AIROMIR AUTOHALER,127,,,,,,,,,B45E3BCE67FD41B8F49CF0288AAED3CA,119,,
,,2019-05-24,146,,,,,,,,,,,,,,,,,,,,,,,,,404541,146,,,,,LOCACORTEN VIOFORM,127,,,,,,,,,DDC82965E1DA6A14C8CAF9438695D1D4,119,,
,,2016-09-13,146,,,,,,,,,,,,,,,,,,,,,,,,,101953,146,,,,,CORDARONE,127,,,,,,,,,8E26232B9D6AA0A9DADCBE634C19C168,119,,
,,2017-11-05,146,,,,,,,,,,,,,,,,,,,,,,,,,21179,146,,,,,TRIMBOW,126,,,,,,,,,5F9F191BFA40E3DC869A860FDD59E12D,119,,
,,2019-12-03,146,,,,,,,,,,,,,,,,,,,,,,,,,175919,146,,,,,DULOXETIN STADA,126,,,,,,,,,D2457197E5F546C086A4FE774EE1C8A3,119,,
,,2023-03-07,146,,,,,,,,,,,,,,,,,,,,,,,,,565473,146,,,,,CANESTEN,125,,,,,,,,,16B229BE7649B323F3B95ACCEE4813D8,118,,
,,2018-12-04,146,,,,,,,,,,,,,,,,,,,,,,,,,568899,145,,,,,DESLORATADIINI,125,,,,,,,,,E0E53C05A7AE5887A325C05E7FC13237,118,,
,,2022-02-14,146,,,,,,,,,,,,,,,,,,,,,,,,,011547,145,,,,,NEUROBION FORTE,124,,,,,,,,,C76219B42D1F0F86ED057EE979835839,118,,
,,2022-11-04,146,,,,,,,,,,,,,,,,,,,,,,,,,059933,144,,,,,CREON 25 000,124,,,,,,,,,69353DC24DD019CBD4A24491D4AA28D4,118,,
,,2022-11-09,146,,,,,,,,,,,,,,,,,,,,,,,,,454367,144,,,,,VAXIGRIPTETRA,124,,,,,,,,,B0EA0A0E916EC5BB2424A0445EBCA3F5,118,,
,,2020-11-09,146,,,,,,,,,,,,,,,,,,,,,,,,,560623,144,,,,,MUCOMYST,124,,,,,,,,,78EF7B7CBEED1622750D6CB774FB5D7C,117,,
,,2019-09-06,146,,,,,,,,,,,,,,,,,,,,,,,,,160972,143,,,,,DIGOXIN ORION MITE,124,,,,,,,,,293648DAD8DBF38E1CE594F24FC67548,117,,
,,2023-02-26,146,,,,,,,,,,,,,,,,,,,,,,,,,592759,143,,,,,XGEVA,123,,,,,,,,,44C82D3B0B9813B89EDC481D79D32E35,117,,
,,2019-10-30,146,,,,,,,,,,,,,,,,,,,,,,,,,183582,141,,,,,HIDRASEC,122,,,,,,,,,060C76FEBCF39C9EFF3CB7FCDFD5E561,116,,
,,2017-01-03,146,,,,,,,,,,,,,,,,,,,,,,,,,586578,141,,,,,ELMEX,122,,,,,,,,,EA4EA8CABBB312ECDF35ABA311EED838,116,,
,,2017-01-04,146,,,,,,,,,,,,,,,,,,,,,,,,,018532,141,,,,,FOOLIHAPPO,122,,,,,,,,,0AD1EC488710C1093435EC641F5050E3,116,,
,,2016-02-24,146,,,,,,,,,,,,,,,,,,,,,,,,,432934,141,,,,,ESSITALOPRAAMI,122,,,,,,,,,AEBEFF16EB9FC8F9EE1018E63D6BE136,116,,
,,2016-11-07,146,,,,,,,,,,,,,,,,,,,,,,,,,176622,141,,,,,ENANTON DEPOT DUAL,122,,,,,,,,,B07D8EB4CF1C677EE6219272ED9659B3,115,,
,,2017-04-04,146,,,,,,,,,,,,,,,,,,,,,,,,,586933,141,,,,,RISPERIDON KRKA,122,,,,,,,,,A16624BE90213306A62119F3B65F5364,115,,
,,2016-11-08,146,,,,,,,,,,,,,,,,,,,,,,,,,29483,140,,,,,DORMIX,121,,,,,,,,,5BDF3B07980E8F4927F0C27678946D30,115,,
,,2017-04-09,146,,,,,,,,,,,,,,,,,,,,,,,,,467867,140,,,,,BISOPROLOL SANDOZ,121,,,,,,,,,B5D8900C34AD349E1E9BC87CEF88AF9C,115,,
,,2023-05-13,146,,,,,,,,,,,,,,,,,,,,,,,,,376235,140,,,,,GANFORT,120,,,,,,,,,2302937F2233A2C7877570F63572AD63,114,,
,,2023-05-31,146,,,,,,,,,,,,,,,,,,,,,,,,,5244,140,,,,,COMFORA,120,,,,,,,,,FC456FDC7803FD06668ED7F4D2F0B24B,114,,
,,2016-11-19,146,,,,,,,,,,,,,,,,,,,,,,,,,154739,140,,,,,MADOPAR,120,,,,,,,,,695FC5CFDD6CDF1FBD9532D8C0AA9B01,114,,
,,2021-05-21,146,,,,,,,,,,,,,,,,,,,,,,,,,558361,140,,,,,LEVEMIR PENFILL,120,,,,,,,,,8F4D092B81F675709409E896A5505367,114,,
,,2020-09-10,146,,,,,,,,,,,,,,,,,,,,,,,,,551994,139,,,,,LOSARTAANI,119,,,,,,,,,885A079B666868BC1D879156394C8E8E,113,,
,,2017-09-16,146,,,,,,,,,,,,,,,,,,,,,,,,,401851,139,,,,,ORICYCLIN,119,,,,,,,,,3C626BF40F492E497EB24477DAC1669E,113,,
,,2016-05-12,146,,,,,,,,,,,,,,,,,,,,,,,,,005932,139,,,,,CERIDAL LIPOLOTION,119,,,,,,,,,09AE71440871678A7578B1A51D5354C8,113,,
,,2017-09-01,146,,,,,,,,,,,,,,,,,,,,,,,,,102509,139,,,,,TOVIAZ,119,,,,,,,,,EEDB68524A10565250A64553A74B6AA5,113,,
,,2017-09-11,146,,,,,,,,,,,,,,,,,,,,,,,,,18532,138,,,,,ESOMEPRATSOLI,119,,,,,,,,,141533CB07ACDE33B3B965905327771C,113,,
,,2018-02-16,146,,,,,,,,,,,,,,,,,,,,,,,,,460378,138,,,,,ZOFRAN ZYDIS,119,,,,,,,,,93C31B8DD1A6B8AEC96A62B3D8BE63F4,112,,
,,2021-08-18,146,,,,,,,,,,,,,,,,,,,,,,,,,021721,138,,,,,TRIMETOPRIIMI,119,,,,,,,,,D9EED3E7074B71D573809785E94EF6AD,112,,
,,2016-12-29,145,,,,,,,,,,,,,,,,,,,,,,,,,467421,138,,,,,KETO,118,,,,,,,,,10E6750D41B4FE37C55111558A77F082,112,,
,,2021-03-17,145,,,,,,,,,,,,,,,,,,,,,,,,,493302,138,,,,,TOUJEO SOLOSTAR,118,,,,,,,,,97929EB300370F6FCC48E5EAFE493DB9,112,,
,,2021-03-10,145,,,,,,,,,,,,,,,,,,,,,,,,,016315,138,,,,,AEROBEC AUTOHALER,118,,,,,,,,,F87CC05A5340A327C88263C40572E989,112,,
,,2022-10-12,145,,,,,,,,,,,,,,,,,,,,,,,,,068579,137,,,,,DONAXYL,117,,,,,,,,,D139B6F3CB1B3E75C1D050612F093058,112,,
,,2020-12-06,145,,,,,,,,,,,,,,,,,,,,,,,,,017218,137,,,,,FRAGMIN,117,,,,,,,,,3B5B7D21D88877F04E03CFDE1ACB1ADE,112,,
,,2020-12-14,145,,,,,,,,,,,,,,,,,,,,,,,,,010603,137,,,,,ZOMIG RAPIMELT,116,,,,,,,,,B739ACF91D062D7C1DFE6A2C31F9CDA6,111,,
,,2020-12-03,145,,,,,,,,,,,,,,,,,,,,,,,,,085969,137,,,,,HUMIRA,116,,,,,,,,,7EBA794A6447C2DB69366040DFEE3212,111,,
,,2022-09-10,145,,,,,,,,,,,,,,,,,,,,,,,,,011282,137,,,,,ETORICOXIB MYLAN,116,,,,,,,,,A22CBA911D07A5C9F65B0846A7BBB38E,111,,
,,2023-07-04,145,,,,,,,,,,,,,,,,,,,,,,,,,79061,137,,,,,ATROVENT NASAL,116,,,,,,,,,6A61EA53CA06A7EBFDE6AE4B0A033E40,111,,
,,2022-06-24,145,,,,,,,,,,,,,,,,,,,,,,,,,555987,137,,,,,COVERAM,116,,,,,,,,,02AE1816F4F874DF4CB2A14511CBEC02,111,,
,,2018-04-18,145,,,,,,,,,,,,,,,,,,,,,,,,,597764,137,,,,,BUPRENORFIINI,116,,,,,,,,,ED81D49204EC87A995EA6B8612D6CF4F,110,,
,,2017-12-21,145,,,,,,,,,,,,,,,,,,,,,,,,,411918,137,,,,,DILZEM,116,,,,,,,,,2F7F9BB02A1117604C194B63266599CC,110,,
,,2019-11-14,145,,,,,,,,,,,,,,,,,,,,,,,,,484664,136,,,,,PARAMAX-COD,115,,,,,,,,,DA115852285D9D64618A85E766CAE42A,110,,
,,2020-03-14,145,,,,,,,,,,,,,,,,,,,,,,,,,21345,136,,,,,ROXITHROMYCIN ORIFARM,115,,,,,,,,,ED36CD00792A86A5D8493262010FF829,110,,
,,2017-03-27,145,,,,,,,,,,,,,,,,,,,,,,,,,029426,136,,,,,TRULICITY,115,,,,,,,,,BA2628E869706B3C5392B1BFEF5D3267,110,,
,,2021-01-21,145,,,,,,,,,,,,,,,,,,,,,,,,,190519,135,,,,,ALDARA,115,,,,,,,,,B3C48D6D32BE103E51E742227CB934BE,110,,
,,2015-12-02,145,,,,,,,,,,,,,,,,,,,,,,,,,490425,135,,,,,TOLVON,115,,,,,,,,,43C51EC408DDF3625AB157C9608CE45A,109,,
,,2023-09-14,145,,,,,,,,,,,,,,,,,,,,,,,,,185660,135,,,,,CANDESARTAN/HYDROCHLOROTHIAZIDE KRKA,115,,,,,,,,,3CA5AE6C9405CAC573EBBD4D19A450AC,109,,
,,2022-03-22,145,,,,,,,,,,,,,,,,,,,,,,,,,093021,135,,,,,LAMISIL,115,,,,,,,,,6D162C8E56934F377758547BD4D57B43,108,,
,,2022-03-03,145,,,,,,,,,,,,,,,,,,,,,,,,,545368,135,,,,,ADVAGRAF,114,,,,,,,,,9126FB3F1379D1CA48AC825CA0440289,108,,
,,2020-02-21,145,,,,,,,,,,,,,,,,,,,,,,,,,005876,135,,,,,OXYRATIO,114,,,,,,,,,4E19CE6BC679146CB671B262EB181D2C,108,,
,,2022-12-20,145,,,,,,,,,,,,,,,,,,,,,,,,,81183,135,,,,,AZITHROMYCIN KRKA,114,,,,,,,,,0C7B394A17C18CEF6AD30DAE433D0BDF,108,,
,,2021-10-20,145,,,,,,,,,,,,,,,,,,,,,,,,,547652,135,,,,,DESOGESTREL RATIOPHARM,114,,,,,,,,,A2EDD3096510731825970FC8301C69DB,108,,
,,2021-09-27,145,,,,,,,,,,,,,,,,,,,,,,,,,482257,135,,,,,DULOKSETIINI,114,,,,,,,,,96394A0CABBE5A7C2FF9DF0528B38B09,108,,
,,2019-08-21,145,,,,,,,,,,,,,,,,,,,,,,,,,145799,135,,,,,PRIMOLUT NOR,114,,,,,,,,,CB169EB34641A0C6E944EA250FEAF505,108,,
,,2019-08-27,145,,,,,,,,,,,,,,,,,,,,,,,,,442936,134,,,,,RAMIPRIL ACTAVIS,114,,,,,,,,,7C3DB51AF8EBB5FD7D4FE1A371EE62E3,108,,
,,2021-04-08,145,,,,,,,,,,,,,,,,,,,,,,,,,017213,134,,,,,RAMIPRIILI,114,,,,,,,,,3237168E32E9A385117A79633EED8296,108,,
,,2021-04-30,145,,,,,,,,,,,,,,,,,,,,,,,,,081183,134,,,,,OXIS TURBUHALER,114,,,,,,,,,0AAEF4EB8A81CC426970DE9EFE834057,107,,
,,2021-04-27,145,,,,,,,,,,,,,,,,,,,,,,,,,474411,134,,,,,SCHERIPROCT NEO,114,,,,,,,,,BD986CC4388F562AB94BE424D8FC31C8,107,,
,,2016-01-27,145,,,,,,,,,,,,,,,,,,,,,,,,,139758,134,,,,,FEMOSTON 1/10,113,,,,,,,,,E36881EDEEE8639003267D84CE9A60E9,107,,
,,2017-02-24,145,,,,,,,,,,,,,,,,,,,,,,,,,28121,133,,,,,MONTELUKAST KRKA,113,,,,,,,,,5C449F4FCB3DE0D6AEC75E9DCCC660FB,107,,
,,2017-02-10,145,,,,,,,,,,,,,,,,,,,,,,,,,479535,133,,,,,PROGRAF,113,,,,,,,,,08CEF28AAB5B69ABCAF1578E56FAAC8B,107,,
,,2016-10-28,145,,,,,,,,,,,,,,,,,,,,,,,,,450353,133,,,,,ORISANTIN,113,,,,,,,,,4FFD7C6467DCA983B5BF8F34600785C6,106,,
,,2016-10-17,145,,,,,,,,,,,,,,,,,,,,,,,,,528418,133,,,,,EXOCIN,113,,,,,,,,,F2E17F3B37C29374F02DA71FA4B9A0FF,106,,
,,2023-04-13,145,,,,,,,,,,,,,,,,,,,,,,,,,564882,132,,,,,MATRIFEN,112,,,,,,,,,657BD0E79A185EDF133710BC9F3631AA,106,,
,,2019-05-06,145,,,,,,,,,,,,,,,,,,,,,,,,,590822,131,,,,,CITALOPRAM-RATIOPHARM,112,,,,,,,,,92BD497F80DB13CF7FA12FC2AB7E5ADA,106,,
,,2022-08-29,145,,,,,,,,,,,,,,,,,,,,,,,,,005976,131,,,,,METRONIDAZOL ACTAVIS,112,,,,,,,,,DC1DC3DEF77B0AA49850FEA91709E3B2,106,,
,,2019-05-28,145,,,,,,,,,,,,,,,,,,,,,,,,,070798,130,,,,,MELATONIN,111,,,,,,,,,0CC8F1A4767B3A9CD93B20E2C8B80E19,106,,
,,2016-09-08,145,,,,,,,,,,,,,,,,,,,,,,,,,131851,130,,,,,KETOMEX,111,,,,,,,,,A6FCBE0383020260EF2C909DCC915CF7,105,,
,,2016-04-19,145,,,,,,,,,,,,,,,,,,,,,,,,,497436,130,,,,,OLMETEC,110,,,,,,,,,1BCF8568377FA4723F242772B43D395A,105,,
,,2023-12-04,145,,,,,,,,,,,,,,,,,,,,,,,,,059205,130,,,,,OPTIPAR,110,,,,,,,,,C19FB0B6A44365CCCB2099060E87A76D,105,,
,,2022-05-18,145,,,,,,,,,,,,,,,,,,,,,,,,,421696,130,,,,,SIMVASTATIN KRKA,110,,,,,,,,,4A448DA9CC51A0BBCEE1B453171AB8B0,105,,
,,2019-12-01,145,,,,,,,,,,,,,,,,,,,,,,,,,553206,130,,,,,SOOLANTRA,110,,,,,,,,,AEAC7F2B2B7E284ACD5385B16E1BDB1A,104,,
,,2020-04-11,145,,,,,,,,,,,,,,,,,,,,,,,,,053452,129,,,,,SILDENAFIL PFIZER,110,,,,,,,,,DD5A2039267CF93E16BD79163B3DBC84,104,,
,,2015-06-03,145,,,,,,,,,,,,,,,,,,,,,,,,,482646,129,,,,,SOFTACORT,109,,,,,,,,,849E1371CE87397C8A07B611E63B3299,104,,
,,2023-03-01,145,,,,,,,,,,,,,,,,,,,,,,,,,5932,129,,,,,MALARONE,109,,,,,,,,,6308F78FE789879078DE8F1D8C9C4B48,104,,
,,2023-03-10,145,,,,,,,,,,,,,,,,,,,,,,,,,423745,128,,,,,LANSOPRAZOL KRKA,108,,,,,,,,,FEEE7A99C840486E388C3388357383E3,104,,
,,2023-03-23,145,,,,,,,,,,,,,,,,,,,,,,,,,572084,128,,,,,HELIPAK K,108,,,,,,,,,B9E3BF30EBF0AAA53C3960CD5B96EDA1,104,,
,,2018-12-07,145,,,,,,,,,,,,,,,,,,,,,,,,,483167,128,,,,,APIKSABAANI,108,,,,,,,,,D96FA5CBCD6EF5DBA1B0310D96ECF0C8,104,,
,,2022-02-04,145,,,,,,,,,,,,,,,,,,,,,,,,,595947,128,,,,,ROZEX,108,,,,,,,,,0ECBC9F4A90DD7C4F006AAE1AF04A90B,104,,
,,2021-02-23,145,,,,,,,,,,,,,,,,,,,,,,,,,473135,128,,,,,OLANTSAPIINI,107,,,,,,,,,9E3C71141B3077B6FC1EF319BF9C55AA,103,,
,,2022-02-21,145,,,,,,,,,,,,,,,,,,,,,,,,,5926,128,,,,,TRAMADOL HEXAL,107,,,,,,,,,1D0AD8338BD65E1B22AAF81C0CC29856,102,,
,,2022-11-26,145,,,,,,,,,,,,,,,,,,,,,,,,,21967,128,,,,,ESTRADIOLI,107,,,,,,,,,672DE8F5E6963E19A6DA7D311DCDBEC2,102,,
,,2019-03-20,145,,,,,,,,,,,,,,,,,,,,,,,,,112098,128,,,,,KLOTSAPIINI,107,,,,,,,,,AEB185655CADC876FC040A438E5A6BB3,102,,
,,2020-11-18,145,,,,,,,,,,,,,,,,,,,,,,,,,021967,127,,,,,NASACORT,107,,,,,,,,,C9528210EB3F4D339FF214A965454FCF,102,,
,,2019-09-11,145,,,,,,,,,,,,,,,,,,,,,,,,,526918,127,,,,,DOKSISYKLIINI,107,,,,,,,,,A6465B0B19CB80725169EBBEBB698634,102,,
,,2019-09-15,145,,,,,,,,,,,,,,,,,,,,,,,,,182343,127,,,,,TRAMADIN,106,,,,,,,,,E13B04F80603CEE6E01F15CEE2B86BA8,102,,
,,2020-06-11,145,,,,,,,,,,,,,,,,,,,,,,,,,616,127,,,,,LIXIANA,106,,,,,,,,,B549AAF7D112C3B3ACC4EE6856B771FA,101,,
,,2017-01-19,145,,,,,,,,,,,,,,,,,,,,,,,,,068046,127,,,,,PAUSANOL,106,,,,,,,,,621DBA1055F46AD98660DEABA201C523,101,,
,,2023-02-14,145,,,,,,,,,,,,,,,,,,,,,,,,,575290,127,,,,,ISOTRETINOIN ORION,106,,,,,,,,,41EC6E4CA14650CB627EEDAFD7F9AC88,101,,
,,2018-11-20,145,,,,,,,,,,,,,,,,,,,,,,,,,384410,127,,,,,HUMALOG KWIKPEN,105,,,,,,,,,83CEE31502CD8E23D4D2ABEF4FF0C056,101,,
,,2017-01-20,145,,,,,,,,,,,,,,,,,,,,,,,,,438591,127,,,,,ZANTAC,105,,,,,,,,,66C1182098436A4ECF07CD593A597727,101,,
,,2021-05-07,145,,,,,,,,,,,,,,,,,,,,,,,,,013353,126,,,,,OFTAN TROPICAMID,105,,,,,,,,,4DF043E1FCC95B550BD4FE1C556AF0A0,100,,
,,2023-02-07,145,,,,,,,,,,,,,,,,,,,,,,,,,395404,126,,,,,ATORVARATIO,105,,,,,,,,,D090F61F6F1277407927BA3D5413C6AA,99,,
,,2023-05-22,145,,,,,,,,,,,,,,,,,,,,,,,,,012869,126,,,,,DIANE NOVA,104,,,,,,,,,BBF3CC97396C192E6EF170C28094E9A5,99,,
,,2023-05-30,145,,,,,,,,,,,,,,,,,,,,,,,,,476895,126,,,,,BYDUREON,104,,,,,,,,,89BA3C2646A3F02FEBC9286342B64051,99,,
,,2016-11-22,145,,,,,,,,,,,,,,,,,,,,,,,,,041050,126,,,,,LENZETTO,104,,,,,,,,,DF4A08290409888886D48465C9DD12F5,99,,
